epoch,train_loss,val_psnr_y,val_ssim_y,val_ntire
1,0.08746150178632822,24.91329330371926,0.641278563439846,2.147087344985838
2,0.05541550594729831,26.118545216530034,0.7155455160140991,2.471818785283809
3,0.04797611820949129,26.47948044414601,0.7442837804555893,2.630956256553594
4,0.04476479850485023,26.286721286286046,0.750732114315033,2.6913877415385796
5,0.04419528275548694,26.62032147150921,0.7585496705770493,2.7238233734034183
6,0.040920512672199545,26.435293397287055,0.7637297055125236,2.7475844107114025
7,0.04258106425628964,25.269503407506903,0.7368767434358596,2.7144948493205914
8,0.039522405680134355,27.116482450747966,0.7666237154603004,2.7576282729311323
9,0.038510063921202375,26.978575920387907,0.771375086903572,2.7608201651843682
10,0.03809361738792385,26.86147419435128,0.7700945031642914,2.8101968129399983
11,0.03859709622899452,26.471030167011822,0.7654441460967064,2.8101853365590124
12,0.03791015682719558,26.516580633194234,0.7752377545833588,2.8130266754844873
13,0.03688768061798021,27.030343351832883,0.7722432598471641,2.8454082136284717
14,0.038450672841036176,26.44193888891378,0.768213363289833,2.8440498145499937
15,0.037130928048527384,27.319192228910097,0.7793433907628059,2.865921583895704
16,0.03654904448124299,26.09669900885964,0.7655919453501702,2.8672175492186933
17,0.03582162764596652,26.869334565444596,0.7714116495847702,2.8877929625180543
18,0.036785123903438986,27.282723168826404,0.7812816405296326,2.8580163377619625
19,0.035486524913415134,27.23155358684731,0.7817800146341324,2.9189603409716707
20,0.03528244975191283,27.212551524763906,0.7840555149316788,2.9305881353784677
21,0.034813427186784256,27.298893965985975,0.7833688250184059,2.9321794824347887
22,0.03482466803706554,27.22955638630231,0.7832838729023933,2.957921041165101
23,0.03443855944886265,27.547842463608486,0.7847045674920082,2.964433988173385
24,0.03461107221173953,27.162871764280567,0.7831209734082222,2.9804650265730674
25,0.03413272808384465,27.335567050550573,0.7842573902010918,2.977703819988026
26,0.0336437006200473,27.62348593702291,0.7795906379818917,3.002701784989225
27,0.03448198443974357,27.196833155798814,0.7825880792737007,3.0119402955100094
28,0.03441318811242839,27.31552294270468,0.7829478260874748,3.0100139783117474
29,0.0341694166165698,27.64222937086364,0.7855420488119126,3.0149983655009542
30,0.03428980048341924,27.693567303802784,0.7874990612268448,3.024294956042385
31,0.03358910020710115,27.720010641896266,0.7849786692857742,3.0345776999302982
32,0.033661673821688415,27.606069616708076,0.7884588518738747,3.041203437865137
33,0.03273632659027016,27.72999988364671,0.7873814535140992,3.0486484740414586
34,0.03297222389963018,27.307715760391307,0.7767243549227715,3.021143677443547
35,0.03429006521466626,27.550298650529445,0.784339659512043,3.045486175861734
36,0.03301916614803205,27.536159492188503,0.7872057422995568,3.0643606614710563
37,0.03293847734759371,27.73715282791422,0.7886957895755767,3.0531302537327822
38,0.03237783201936498,27.75028524941917,0.7860276958346367,3.0474817083010333
39,0.03267448222691036,27.625805570641656,0.7840043985843659,3.0643449351058525
40,0.03420155232839556,27.702303265894475,0.7818356141448021,3.0513011367463343
41,0.03294188275663967,27.715065400517528,0.7875967678427697,3.0915593722065156
42,0.03217213494276785,27.68677641438875,0.7881639853119851,3.0478042257482865
43,0.0328341816293906,27.78496153042427,0.788900053203106,3.072272811388263
44,0.03221409133893539,27.77236787664654,0.7871549010276795,3.061299503387448
45,0.03189055065074599,27.75455162725543,0.7900249642133713,3.0826316025348524
46,0.03147097397595644,27.785816835393938,0.7883774510025978,3.083547460325646
47,0.03238505361803684,27.623145965028858,0.7887984871864319,3.0669795809094804
48,0.03120221125792308,27.793617479905496,0.7887848070263863,3.095235545543163
49,0.03187835774193686,27.77734330985855,0.7904883974790573,3.0714804528185398
50,0.03209312306156,27.79463194828238,0.7892647451162338,3.0838697731419575
51,0.03172662371702223,27.808105844226063,0.7891065555810929,3.059205468972895
52,0.03223126055111727,27.47833413131862,0.7846552988886834,3.054199131566278
53,0.03228588508868433,27.7890343896253,0.7897381737828255,3.1025324550794253
54,0.032334750630410324,27.585394995962574,0.7901721090078354,3.086781196156839
55,0.03234464764954096,27.567336346582877,0.7916100400686265,3.0456578448556297
56,0.032444093780345226,27.798301880248374,0.7905319559574128,3.091344002510628
57,0.031609451689993046,27.79770588278222,0.7909344500303268,3.0842896726614777
58,0.03152701875800828,27.846272685100672,0.7913241341710091,3.1076217066181573
59,0.03122700939336455,27.77932076694503,0.7909976932406425,3.0787189331241773
60,0.03168966714292765,27.819030763857185,0.7913009053468705,3.102494616684608
61,0.03174767839576466,27.574433047128466,0.7893918570876122,3.0921780666370746
62,0.03183682169765234,27.67019737784956,0.7889658924937248,3.08844946756218
63,0.03228224068880081,27.657148106533956,0.7878662317991256,3.1051000780023488
64,0.031359748847513316,27.842278542127445,0.7903484246134758,3.0970749444935324
65,0.030977502970182032,27.80821590040115,0.7913474121689796,3.099288466954802
66,0.03146412799202175,27.837248284228377,0.78957404255867,3.0956456833773536
67,0.031844438794237304,27.789754164008357,0.7903114348649979,3.109938092802214
68,0.031930791988340486,27.79672792982702,0.7897116202116012,3.099906916193912
69,0.031449737442455376,27.85921041297787,0.790229229927063,3.0870597201107923
70,0.031653909753245044,27.671962410316677,0.7904426392912864,3.0855899918799317
71,0.032048543073596,27.727814322409635,0.7899279627203941,3.0800334960689253
72,0.03222634026174804,27.71435691092849,0.7886415502429008,3.062095088424991
73,0.03175709861139935,27.86258450182985,0.7909564772248268,3.093717361313423
74,0.03106127840926848,27.789166848869396,0.7899644255638123,3.0941917223214084
75,0.031446698020739725,27.837940641500662,0.7921299576759339,3.101382441410897
76,0.03137967809585922,27.802831452836557,0.7924080085754395,3.104224284120485
77,0.03133691569049674,27.8806402765539,0.7911337208747864,3.089973353131361
78,0.032284331451877056,27.872989499089627,0.7916318514943123,3.1005712493349598
79,0.03137614799057504,27.70375431031854,0.7921366783976554,3.095941175133083
80,0.03119692498122353,27.87732318183038,0.7918591925501823,3.106639619446893
81,0.0313302551631827,27.727550142825585,0.7915893951058388,3.0785547501528265
82,0.03155203943466207,27.772502774922927,0.7898357552289963,3.0822135256368313
83,0.03118351379027927,27.77367925872184,0.7925849655270576,3.078949157279358
84,0.031123697690396423,27.563448467699253,0.7907301652431488,3.0888552801496343
85,0.031113226191107048,27.85847404268972,0.7911410766839981,3.1041782585379276
86,0.03095969520733658,27.788448114778507,0.7896705108880997,3.095470501298024
87,0.03110389015356819,27.797652803822345,0.7905765488743782,3.0915073901662344
88,0.030627881681703658,27.74355357278903,0.7907738324999809,3.093208635531679
89,0.030353716327752692,27.90464042806073,0.7917619785666465,3.0953476987373536
90,0.03040842323687421,27.90662944660483,0.7918135067820549,3.093429353732292
91,0.030155252586736018,27.910103238926663,0.7920118540525436,3.095997540383492
92,0.030380611296698272,27.91051569361704,0.7918984028697014,3.0976072221568467
93,0.030175686421164548,27.913004515196054,0.7919729408621788,3.09581877413712
94,0.030025533613670302,27.911685067754444,0.7920397454500199,3.1001654938524235
95,0.02992188633161496,27.915009871782214,0.7923296719789505,3.099958283838393
96,0.030374191847282003,27.91435056801315,0.7920832097530365,3.0985802373673734
97,0.03034688898149025,27.914959098496237,0.7924155151844025,3.1053838052579437
98,0.02996618066162589,27.91264481953622,0.7921845546364784,3.1001034646692927
99,0.0300899207569569,27.917866310189844,0.7921224310994148,3.099711249824795
100,0.029898564084376914,27.903128751792114,0.791790952384472,3.0973756001354054
101,0.030116589448179108,27.919642172289713,0.7927034604549408,3.0976782401283027
102,0.029908311519637167,27.917900998782457,0.7921172797679901,3.095881984949415
103,0.03032025761049555,27.908033720378544,0.7926813724637032,3.103300539817335
104,0.030231484874005777,27.918457028886472,0.7925513523817063,3.1085167889719947
105,0.030111801305628686,27.91907139307989,0.791954642534256,3.0938851031564614
106,0.030745226715927023,27.921939726976262,0.7923671904206276,3.099027775083641
107,0.030061128515615522,27.921722581353666,0.7924273526668548,3.097657541519181
108,0.03029035445841321,27.923634907123233,0.7922115576267242,3.096602657551383
109,0.030075713565730185,27.925861464892634,0.7924672496318818,3.09975906262197
110,0.030514499352100384,27.92502281785292,0.7927601060271263,3.1034207715543634
111,0.02998590645526188,27.92676825949851,0.7921945133805275,3.0957458687663513
112,0.030339162258139575,27.9287639436413,0.7924730947613716,3.0973176508297144
113,0.030098936038024455,27.924244276916166,0.7927313435077668,3.1083804935950066
114,0.030720804975065123,27.92383866203855,0.7920521003007889,3.0951800604543998
115,0.030234803131456118,27.9255857985398,0.7926237443089486,3.1042841477788694
116,0.030419499097189988,27.92382052380352,0.792661938071251,3.094163371814718
117,0.029843735486179232,27.91773015758092,0.7924626019597053,3.1062931829060174
118,0.030642050778470844,27.931104901823584,0.7928846561908722,3.0985657448866055
119,0.029784300128918095,27.928218018399,0.7927981343865395,3.1051372623178564
120,0.029922682747065305,27.931180578218576,0.7924904897809029,3.0966334677139207
121,0.030004712012428117,27.913385798243397,0.7927506226301193,3.1106341431717808
122,0.03037627318492496,27.92865189151071,0.792909095287323,3.1094916609987058
123,0.030090634239815086,27.926755007941793,0.7927845433354378,3.099105249567026
124,0.03021830757967679,27.934213162032606,0.7928829941153527,3.1022975854094845
125,0.030451465919838255,27.933859325664415,0.7927417707443237,3.1016450997880547
126,0.029721559833241516,27.935572627168593,0.7929397332668304,3.103565809185593
127,0.030376219807798605,27.935768775031843,0.7929595103859901,3.103474347235048
128,0.02963688933705709,27.935528931702574,0.7929526519775391,3.1027881728243636
129,0.02950705246753003,27.936177475453178,0.7929090368747711,3.10211080895361
130,0.029978528074605996,27.935820359583687,0.792898246049881,3.103054973404741
131,0.03015226070735469,27.93672563809545,0.7929784169793129,3.1023044086622575
132,0.0305077103359333,27.93727460727669,0.7930128476023675,3.102120071415996
133,0.030313196249799914,27.93694618224148,0.7930773156881332,3.1030956517190282
134,0.0304435990324401,27.937052090738653,0.7930541270971299,3.102816874773924
135,0.02983821882496038,27.937018452742606,0.7929216313362122,3.103524679550073
136,0.0305349034627518,27.936698062140525,0.7928594467043877,3.1015835655643382
137,0.03044637496841241,27.93705815493443,0.7929094466567039,3.1007352033702555
138,0.02997214140662228,27.938297862333997,0.7930471754074097,3.104122313044104
139,0.029661316188972397,27.937548642847798,0.7928927716612816,3.103466412058598
140,0.029663553079926824,27.935125244814213,0.7925687611103058,3.101141049331436
141,0.02981606853497495,27.937876985973773,0.7929422071576119,3.103109431567981
142,0.0303190038595573,27.936999350137803,0.7929344984889031,3.1026386388182696
143,0.030439185960420286,27.936933602361428,0.7928676468133926,3.102132469634561
144,0.030025468982127775,27.93763520555301,0.7929109254479408,3.1019850574880365
145,0.03013878707291491,27.938058361848263,0.7929522806406021,3.1026839417758207
146,0.030164595031325358,27.937863311722307,0.792916616499424,3.102542603564774
147,0.030360496816146804,27.93808200013416,0.7929482281208038,3.103088507649975
148,0.030377571975969405,27.937992498656058,0.7929535174369812,3.1024830059371307
149,0.030690254643559456,27.938157423709736,0.7929823273420333,3.1032332146539994
150,0.03014649780669126,27.938132549100565,0.7929544430971146,3.1025374708586453
151,0.030147567189422,27.93786207017006,0.7929415738582611,3.1027799809131373
152,0.030169355267860805,27.938023094544555,0.7929717171192169,3.102712686302026
153,0.030420868118933166,27.938035582737697,0.7929531580209732,3.103425562122528
154,0.030212499246180774,27.938060432680025,0.7929900959134102,3.1033298010517156
155,0.030469129187425215,27.938188694066998,0.7929706132411957,3.1033910396978466
156,0.029753904497946602,27.938209782753525,0.7929609897732735,3.102955661067095
157,0.030212892701916665,27.93821945104389,0.7929685106873512,3.1029834334382365
