epoch,train_loss,val_psnr_y,val_ssim_y,val_ntire,val_combined
1,0.11743222302701099,23.86686327525074,0.5781541576981545,1.8325591523861087,0.4510490536394766
2,0.061410444642764975,24.457899962045918,0.6697649815678597,2.1892832707389105,0.4881640220871498
3,0.0524159134421722,25.316144124510057,0.692728935778141,2.3285051336897182,0.5104938960305189
4,0.04984204726944487,24.160856415622803,0.7256435614824295,2.4817442459307584,0.5088227256895149
5,0.04931965914655881,24.147001690284306,0.7320117726922035,2.601496175693368,0.5186288691030012
6,0.04292011247521423,25.881868757744552,0.7438010716438294,2.7115069027223666,0.5494822680320041
7,0.044005551611084534,26.75969677104177,0.7464868238568306,2.665776030881708,0.5566442122114978
8,0.043620903538652216,26.412768930211215,0.754010745882988,2.7633590845973415,0.5604395353440853
9,0.041446649031825815,26.32708194157176,0.7648102915287018,2.77917625702848,0.5606865456886869
10,0.04126679206109909,26.54046612859927,0.7506113120913506,2.7885689094434953,0.5641365690611155
11,0.0394032404993672,27.140288895206883,0.7665976047515869,2.787458657665086,0.5715418326621765
12,0.04122967901359122,27.017781513671494,0.771569589972496,2.8051857062342744,0.5714877444404165
13,0.03861748483256403,26.89293485470103,0.774422407746315,2.7970271653909906,0.5692472827996787
14,0.039142661178147936,26.470941242260597,0.7647531691193581,2.810111713180937,0.5650627416266689
15,0.03825871978538582,25.72865026474,0.7695823502540589,2.799335517692354,0.5548860881169462
16,0.038608578291822626,27.179223772041134,0.7780039814114571,2.8293664199155337,0.5755208321434753
17,0.03763060116893556,27.064082350935497,0.7730479329824448,2.8355446918529434,0.574596420374439
18,0.037277747057827125,27.250293019387886,0.7736743023991585,2.849753594598356,0.5781081289588783
19,0.03728321852184922,27.369877789915805,0.7733763635158539,2.842597021843931,0.5790065575276085
20,0.036351289600133896,27.24967782676002,0.7811509501934052,2.8725575152891647,0.5800007657752639
21,0.4205834757850831,26.54232743593448,0.7475762110948563,3.1310288640052395,0.5926981649496177
22,0.37059728819203663,26.89318938491597,0.7602243143320083,3.1507006680852725,0.5987232563185556
23,0.3589197774249387,26.367542926575663,0.758281120955944,3.229845471222538,0.5987480758507406
24,0.3548027000513421,26.727963258037075,0.7555159759521485,3.167387755583231,0.5980485203573993
25,0.3492396287171237,27.146174154281116,0.7629008904099465,3.205838936031618,0.6064804215978155
26,0.3452542388295553,26.35535930426051,0.7453386342525482,3.2469862273487142,0.6000241769156491
27,0.3487711182559829,26.22856688331069,0.7665862163901329,3.2357682572224298,0.5975044408099195
28,0.34516303582363816,26.726754635345277,0.7602528476715088,3.2170596498190935,0.6021727370934071
29,0.34254385656621084,26.807322977937655,0.7667465248703956,3.2609979412200825,0.6068413656592275
30,0.340214852468077,25.84821097314641,0.7635495087504387,3.25347573692064,0.5942256152410501
31,0.34334182487912923,27.227135507482263,0.7718422895669937,3.262304190473445,0.6121978763829821
32,0.335915190627776,27.197973250302702,0.7696870630979538,3.2781929336964493,0.6131574101034878
33,0.33577116138963814,27.06427808370802,0.7671480858325959,3.3267959097516098,0.615536468525651
34,0.33902002422206373,27.150779069207946,0.762972791492939,3.29059405881746,0.6136009099332209
35,0.33600114662963226,27.05517953915199,0.7650585669279099,3.307693839915863,0.6138308975657218
36,0.33499949703733606,27.13204634110907,0.7648066014051438,3.3240814023589667,0.6161573627937773
37,0.33360975944852256,26.478060159123228,0.7619097423553467,3.304064082257871,0.6063144255105296
38,0.32936243982200164,27.076647351506058,0.7633307218551636,3.334813125990656,0.6163591857263804
39,0.32985867506050204,26.910588451930153,0.7690056455135346,3.364430698763465,0.6167515805460824
40,0.3325329498354211,26.89203573596594,0.7720919626951218,3.3172487026168302,0.6125878385843102
41,0.3400766088301877,26.771705391219758,0.7654853478074074,3.333682713223957,0.61245321015891
42,0.3301696716302849,27.02012885788132,0.7685939449071885,3.3407757327214047,0.6161495884503002
43,0.32966577001364833,27.31002272849295,0.7716210982203484,3.3595003162550374,0.6213336437940816
44,0.3298822318214968,26.346645192731433,0.7096298202872277,3.2422830490899965,0.599523318999976
45,0.32830608716930254,27.21355933414847,0.7671175211668014,3.3722544284746903,0.6211906940497467
46,0.331121974321733,27.100416269163016,0.7658091586828232,3.350882451687054,0.6179954076717922
47,0.3279361563274659,26.79174526953969,0.7623320525884628,3.3688478277681084,0.6156341348499219
48,0.32803021461130627,27.163607472635768,0.7712013643980026,3.3885021521200316,0.621920272751283
49,0.32672320360160734,27.007552265844478,0.7633715790510177,3.3854573540063937,0.6197158494902555
50,0.32592130676809566,27.240104816354748,0.7696407741308212,3.4049871145907304,0.6242502364203286
51,0.3236361971820693,26.855849954068013,0.7710721999406814,3.409086906383519,0.6197886999578102
52,0.32166510712669555,27.074757484361786,0.7728935748338699,3.3925658647213264,0.6211482906146328
53,0.32655777557786686,27.038478913124365,0.7695502838492394,3.4018192824068127,0.6214659266146223
54,0.3342481514057481,26.945432098552825,0.768062316775322,3.399680394259599,0.6201246007535435
55,0.32545476505555304,27.046289272605705,0.7712204065918923,3.385222249762325,0.6201804700544318
56,0.34621700967650815,27.1338671683173,0.7691626879572868,3.3822673127251135,0.6210289489977256
57,0.32156733899231416,27.00044768275638,0.7604838639497757,3.402774454783152,0.6210701339330507
58,0.3301085068518857,26.490814875317092,0.7542396712303162,3.4056854160835695,0.6149423039484277
59,0.32442776517695693,27.24849636731655,0.7725793600082398,3.414091192385251,0.6251138039568944
60,0.3234502105827791,26.761331422864874,0.7573305815458298,3.37778863270461,0.6159990288445285
61,0.32390889812664814,27.141794895878597,0.7658442264795303,3.414223768796574,0.623791083598197
62,0.32251736414001647,27.26862734953358,0.7655504581332206,3.431506708040696,0.6268167342058945
63,0.33380897289299105,27.209337461633567,0.7699909761548043,3.425871133951109,0.625605979433012
64,0.32332145629158937,27.179397399997583,0.7584412109851837,3.4273751447923875,0.6253570628993355
65,0.3189126328531518,27.185662701588427,0.766646656692028,3.4527173006072562,0.6275472254871267
66,0.3174118607877249,27.331297459367562,0.7658701378107071,3.445820434359548,0.6287929211053902
67,0.3195059184568474,27.30630880905116,0.7760870715975762,3.4224776527732503,0.626535331177577
68,0.33025425169841355,26.929068442390374,0.7698527243733406,3.478731114436698,0.6265076150662712
69,0.3209200178284243,27.283652750928457,0.7629017600417137,3.4773095181669578,0.6308214525671856
70,0.31876641799168415,27.312963691815302,0.7720122301578521,3.4450969444688777,0.6285034581867643
71,0.3223896285137498,27.038531645349536,0.7590454760193824,3.4152833790496095,0.6225885938210034
72,0.3216189558965614,26.97642437118138,0.7644975724816322,3.4982653794716057,0.6287274195957344
73,0.3174257694956768,27.36040075721278,0.7691962170600891,3.4829383358318973,0.6322498707844846
74,0.31679581734071294,27.074017358972924,0.7687103986740113,3.4900961544501197,0.6292665631913381
75,0.3155421646962683,27.308118369826207,0.7675599983334541,3.49310720188233,0.632443746446355
76,0.32160036427428923,27.215431489962373,0.7722967419028283,3.4547680632736295,0.6280902322306654
77,0.31739972047058934,27.10039315702688,0.7687582474946976,3.480109559938956,0.628764044457749
78,0.32151839352515804,27.372594881666597,0.7700975501537323,3.4894361990349347,0.6329437859404103
79,0.314866264182401,27.2585356280542,0.7716160050034523,3.4711978346562806,0.6299981815720341
