epoch,train_loss,val_psnr_y,val_ssim_y
1,0.08385970866357959,22.28813481194934,0.6264267352223396
2,0.01769993524696376,23.46865207933121,0.640517346560955
3,0.01189065890739093,24.116403670858908,0.6647472071647644
4,0.008358226862509508,25.148774551901173,0.7038598909974099
5,0.006293372729340115,25.604953732057062,0.72674810141325
6,0.005585913898775706,26.265130536659395,0.7314885899424552
7,0.005109458626877214,26.383448970197115,0.734445551931858
8,0.004898033910305114,26.43663301872164,0.7372531479597092
9,0.004399875009029701,26.282225048025524,0.739932869374752
10,0.004427500075434108,26.537936060894253,0.7431136831641197
11,0.004200129071250558,26.589337662069905,0.7463104563951493
12,0.0042054688973301975,26.6096113951662,0.7482837781310081
13,0.004125151537811836,26.634836152415623,0.7500817689299584
14,0.004094288967600143,26.641773303382703,0.7512883523106575
15,0.00402828650800763,26.726693175259214,0.7532780143618584
16,0.003922315647926282,26.65694243843093,0.7538964664936065
17,0.0039937099492227705,26.751413300639754,0.7547891929745674
18,0.0037712207806573526,26.790986535994936,0.7553730672597885
19,0.003968873287777643,26.66762150493542,0.75586381316185
20,0.004099443422731113,26.8197477328518,0.7567937126755715
21,0.003639414950550811,26.79617077688642,0.7570066720247268
22,0.0037750469558444377,26.836203407508336,0.7575889441370964
23,0.0038839626138576786,26.406346400285578,0.7579029724001884
24,0.003815809459853414,26.863535118520236,0.7584886533021927
25,0.0037382910644786584,26.877588994825743,0.7590000048279762
26,0.003692207744697461,26.849155404006716,0.7595722907781601
27,0.003695611942660164,26.872879689218845,0.7602835041284561
28,0.003845901316585573,26.47570391999773,0.7602482688426971
29,0.0037512667980548497,26.925287868896763,0.7609207597374916
30,0.0037295090072360392,26.928592669590245,0.7613593676686287
31,0.0038060349085040994,26.927100385979262,0.7617784696817398
32,0.0038101931505307956,26.900103512670015,0.7621704894304275
33,0.0037784892939836594,26.916875516546316,0.7624540853500367
34,0.003694771065351528,26.964746157408786,0.7627743765711784
35,0.0036461192900566638,26.879293400900245,0.7629341024160385
36,0.003820554944812446,26.748846687418748,0.7633657708764077
37,0.003626453224569559,26.980662692846103,0.7635382837057114
38,0.003641845180174789,26.970765713380327,0.7635159701108932
39,0.00372338477471793,26.91563099278161,0.7636597836017609
40,0.0035551697380740094,26.997197739426632,0.7639632093906402
41,0.0036518908093205174,26.423997097993837,0.7635498133301735
42,0.003681683201795897,27.009671751015613,0.7641845774650574
43,0.0036178321791561067,27.019380730598144,0.7643500226736069
44,0.0035633442268983738,26.987178770102133,0.7645826980471611
45,0.0036964743033152175,26.956967910579987,0.7647875073552132
46,0.003653416070281654,26.927643287709692,0.7647573059797287
47,0.003504348195132774,26.842303331468017,0.7647435078024865
48,0.003488326262733018,26.934131365646177,0.765111246407032
49,0.0036138517945702815,26.919050487493763,0.7650885316729545
50,0.0036685309133718948,26.93501987953946,0.7655838945508003
51,0.003538592844396024,26.99668354822019,0.765709173977375
52,0.0036348068985987353,27.049371040003702,0.7658382308483124
53,0.003650739128273484,27.03378335859431,0.7657117465138435
54,0.0036130920870581992,27.048605246055555,0.7659522888064384
55,0.003467518880308883,27.051090360238007,0.7662492141127586
56,0.0035319896603657587,26.907657850955513,0.7660399308800697
57,0.004066832514630782,26.828452307041157,0.7654556611180305
58,0.003593833821297095,27.046292367279378,0.7661057820916176
59,0.0036300387472619077,27.057300807474807,0.7661500751972199
60,0.0035190063063055277,27.03899220624726,0.7662918639183044
61,0.00357978163614265,27.071455646549193,0.7664035779237747
62,0.0035146460553782213,27.07293697354878,0.7665299797058105
63,0.003610898646198817,27.061711973975743,0.7665651100873947
64,0.0037128717223232663,27.060312790829514,0.7668797817826271
65,0.003564612285510914,27.04935552882876,0.7670777407288552
66,0.003652546535925688,27.08324728293421,0.7673447194695473
67,0.0035177895837035533,27.060100558272296,0.7675309705734253
68,0.0036731246053367046,27.018646837105848,0.7675301465392113
69,0.0034659139786821767,27.03046983923862,0.7676037853956222
70,0.0035377071943838855,27.035794376083853,0.7675728404521942
71,0.003617107043848247,27.03544936750942,0.7674350887537003
72,0.0035423789286633603,27.091943679891656,0.767941709458828
73,0.0034463071591548018,27.094263555843877,0.7679736596345902
74,0.0035494672751205194,27.088238813720704,0.7678107017278671
75,0.0036939920958232236,27.000917641707723,0.7676055312156678
76,0.003549414045001204,27.094888997848788,0.7680640625953674
77,0.0036824656071493753,27.101383867529133,0.7678765460848809
78,0.0035113832296652567,27.007690857782407,0.7678517791628837
79,0.0035555934898454595,27.06736027490764,0.7682445505261422
80,0.0037249237412234418,26.458084334272357,0.7681768801808357
81,0.003606971403634226,27.03922065296251,0.7679157826304436
82,0.0035985650154887823,27.103238205792653,0.7680004420876503
83,0.003404923922357124,27.10533819542429,0.7682314082980156
84,0.003542299608926515,27.10701582706286,0.7682854837179184
85,0.0035800743294326035,27.088546893255963,0.7682704165577888
86,0.00343406611323558,27.109306871983712,0.7684479606151581
87,0.00348974612377886,27.097693271636253,0.7684192323684692
88,0.00357660445435023,26.66132128650195,0.7685453930497169
89,0.003680712329475461,27.109212615459374,0.7682151609659195
90,0.003554903612648313,26.928002522908315,0.7683729258179665
91,0.0034741332527954837,26.860423145801843,0.7684138429164886
92,0.003675453075383966,26.995327690997946,0.7683163064718247
93,0.0034684184938669205,27.115609679781187,0.7688236984610558
94,0.0036737461939353394,27.115189536241772,0.769013799726963
95,0.0035882717300508475,27.107912186944237,0.7687583544850349
96,0.0036210826082104766,27.054907404530926,0.7691816908121109
97,0.0035597752477671647,27.122258176136196,0.768879685997963
98,0.0034256896280960457,26.74151217589578,0.7687184202671051
99,0.0035116256692925016,26.38937810766242,0.768062233030796
