epoch,train_g_loss,train_d_loss,val_ntire_score,val_psnr_y
86,0.05731874271961195,0.6218357384204865,3.4367399630450253,24.7612238022154
87,0.057872918767056296,0.5507324215556894,3.511083208446284,24.912053695082435
88,0.05813610779919794,0.5513009383742299,3.5701604123644732,25.14400492268682
89,0.0605188705958426,0.5652168124381985,3.429462412403837,25.610674463086912
90,0.05530605352084551,0.5897649377584457,3.535077748526127,25.27997401995221
91,0.05808727130559938,0.5140018588198083,3.6736641632867615,24.3430422772378
92,0.05780465721285769,0.5537332307015147,3.5012745015010402,25.3022192263975
93,0.059626813512295485,0.5239569044538906,3.4945750210681497,25.159902241966527
94,0.05932868252109204,0.5814710025276456,3.4955070771672307,24.99477302822407
95,0.05945351001407419,0.5744665728083679,3.52475690025667,25.15343836282821
96,0.057880872527935674,0.5793591067194939,3.572903882423041,24.64642478985003
97,0.05977096162470324,0.565955071577004,3.5821165789624216,24.531029971763402
98,0.0571654198824295,0.5193558715816055,3.4687175728031656,25.805332442728428
99,0.05879390771899905,0.5360243669045823,3.5786981045818744,25.0596256818652
100,0.05862947400393231,0.5940942349178451,3.5591406030441703,24.885285500085644
101,0.058473552976335795,0.5475148026432309,3.4185346548567894,25.17295796962992
102,0.05843543181461947,0.5404929539987019,3.6009692183128355,25.602026466159277
103,0.057338875252753496,0.6162750987069947,3.5467620837314944,25.037238672431226
104,0.05768306566668408,0.6089184262922832,3.613670483071595,25.753450544298975
105,0.057156573448862345,0.5752252345638615,3.646646228381024,25.365430161320567
106,0.05685869125383241,0.5668555647134781,3.663068051526848,25.558653084553956
107,0.05762607151908534,0.5423777550458908,3.620775363825966,25.24756161213289
108,0.05892349200855408,0.5224722112928119,3.4887435184227265,24.994607679344263
109,0.058961270576609034,0.519257006634559,3.5556900009530623,25.8322155425771
110,0.059172397678984065,0.5098991495157991,3.5768525368800517,25.61451003200948
111,0.05848587370876755,0.5756242695663657,3.666817559048983,25.019721347965138
112,0.05864774528890848,0.5357828140258789,3.6293032782048873,25.542541065326578
113,0.05860734185470002,0.5914674095277276,3.5710032630714945,25.994223204207753
114,0.05770789944965925,0.4947501836078508,3.654096012964424,25.295776613128023
115,0.05954256846702525,0.5226120113262108,3.6724863162569017,24.887436471776113
116,0.05748351603480322,0.5010549777320453,3.6257320330993044,24.71492831757937
117,0.058577732382608313,0.5147230521376643,3.6388211123336394,25.34085163961556
118,0.0574183772051973,0.6343387019421373,3.6667038316610014,25.319564630304907
119,0.05752198098759566,0.5929148676139968,3.6964964425657523,25.493626287952708
120,0.0574690005076783,0.5525988340377808,3.626405887427838,26.10024209128692
121,0.05918409835015025,0.525417210534215,3.6832656047303054,24.658264041165747
122,0.05692146871505039,0.5683128157896655,3.690280736079453,24.44075625583836
123,0.058405615389347076,0.5787271016410419,3.6584128006788132,25.307221909998763
124,0.05846558471343347,0.5943162904254028,3.658098496652374,25.056274719241745
125,0.059111019995595725,0.5424818955361843,3.658703738160489,24.881226523986207
126,0.057036340702325106,0.5474501944014004,3.5593544097470886,25.443860315608458
127,0.058390145123537095,0.5351130520658833,3.6634568004997914,25.56011751827965
128,0.058031615268971236,0.5845307037234306,3.6706357736265396,24.772897047952355
129,0.058196156352226226,0.5350352536354747,3.653017312305022,25.62407905332834
130,0.05736512677477939,0.5647213959268161,3.642082620299839,25.25111710473781
131,0.057955267439995496,0.5540340313954013,3.6501536931495027,25.52125026427374
132,0.056919087921934466,0.5004499219357967,3.655134209885937,25.493715107019646
133,0.05801805315007057,0.5358146083142076,3.668790110981659,25.113689871776046
134,0.05875866101788623,0.5504219675702708,3.739300352591157,25.027073888881336
135,0.05788122470091496,0.5757629871368408,3.7470712660345296,25.052350143411214
136,0.05797145050019026,0.5361327305436134,3.6900490440018725,26.07057231482961
137,0.05767085908779076,0.493551230058074,3.7442181850163756,25.30083904948235
138,0.05700615746900439,0.5089520338390555,3.69280004585441,25.26278558240755
139,0.058849037026188204,0.538310573569366,3.6794437885973434,25.619844067066456
140,0.05872022580089314,0.5176311880350113,3.7263360029049952,25.305226465152206
141,0.057335593671138795,0.5440704359539917,3.7308138083730484,24.743426933281608
142,0.056726105245096345,0.5282498036644289,3.729758105305552,25.157379138055195
143,0.05771525330575449,0.5381340693150248,3.717193706100369,25.486500465107643
144,0.05746774774576936,0.5702272621648652,3.726012539340626,25.787890671968025
145,0.058596811323825805,0.511624735380922,3.7559332266026733,25.07988948667867
146,0.05841321245368038,0.5177022090979985,3.758247214736158,25.261316539640166
147,0.05836391209491661,0.5533880069851875,3.7396722279795984,25.817268758071382
148,0.05817248485982418,0.529904069378972,3.7589155633198903,25.055205882524433
149,0.05821700021624565,0.5537468998559884,3.7167939637000105,24.717685913809213
150,0.0586250831506082,0.5667688809335232,3.7367963638475117,25.15690771340323
151,0.05809096000822527,0.5392464276935373,3.769073281442942,25.506829797063073
152,0.05799352816705193,0.5341668480208942,3.766682041652716,25.396021363959708
153,0.057636851511363475,0.5688982387738568,3.757270654995096,25.12447478516277
154,0.05847693228029779,0.5185929632612637,3.7274435685941745,25.053778265693953
155,0.057685807879482,0.5414731928280422,3.7326640836395835,25.10479995073841
156,0.058663777740938325,0.5708752923778125,3.7966653461172917,24.853351274034534
157,0.057606318832508156,0.5094355014818055,3.7317379169707925,26.135886453697545
158,0.05837641949100154,0.5052418501249382,3.813459173680323,25.51229410310069
159,0.05707368866673538,0.5586790298776967,3.8078402400988005,24.708352923439335
160,0.05646021384745836,0.5789569642926965,3.8194210505276294,25.141247428198714
161,0.058035144050206454,0.5574056793536458,3.8049694070623006,25.49243746517399
162,0.05836494533079011,0.5478407676730838,3.8180901809858665,25.391538008288936
163,0.057757130824029446,0.5124150378895658,3.8115249515882486,24.657390758680478
164,0.05765422599922333,0.5317248632865292,3.775540019214441,25.349909261978663
165,0.05780778579147799,0.53141907283238,3.7297316376282073,25.616111847910688
166,0.0584109568569277,0.5033751728811434,3.8093133215408845,24.67709159539409
167,0.05861202214977571,0.5379178252603326,3.8172212258637255,25.26125022428442
168,0.05820173344441822,0.5440544946385282,3.8212524669599275,25.50469295841935
169,0.057345364575407336,0.5881465923573289,3.829458933312941,25.21812237234191
170,0.05807314560349498,0.5308717055512326,3.8511231207777614,24.591084025791876
171,0.057666313901011436,0.5119759142398834,3.8263002212579647,25.14406841910014
172,0.05848143409405436,0.5585868262818882,3.752497185165345,26.055819461095165
173,0.057250204030424356,0.4770988311086382,3.851591993942688,25.365302197880077
174,0.05862449847960046,0.5445244309625455,3.840907201534989,25.31157479748927
175,0.05860855064487883,0.5565911283982652,3.8136373653617968,25.419215828814014
176,0.05794765181573374,0.530946641096047,3.839658438962977,24.811676323138222
177,0.05730249746037381,0.5267723937119756,3.847901773498368,24.829149638553414
178,0.05912337498739362,0.4821739295231445,3.833822149750972,25.18518083350004
179,0.05786579521372914,0.5722483024001122,3.8145396870191646,25.8022877794833
180,0.05731581657060555,0.49834473989903927,3.8546713151037086,24.888865016237496
181,0.05868480008627687,0.5862314823482718,3.8567535469722984,25.126592935096006
182,0.05749057539339576,0.5050116670983178,3.8210492516436454,25.572002670579053
183,0.0571963225624391,0.529269694483706,3.8657609615327515,24.822944075055258
184,0.05738961663363235,0.5501665584743023,3.811455380302042,25.527878864412205
185,0.05771900487265417,0.5461859780230692,3.8342501691648714,25.33674718533105
186,0.05985904538205692,0.5169129882540021,3.8016478829970413,25.029864954057924
187,0.05791700438463262,0.5896405625556197,3.826346447357245,25.086069552597813
188,0.05786709214693734,0.4859294018575123,3.8506040232946015,24.970253973119476
189,0.05861584023971643,0.5377263195280518,3.7891672401068814,25.458157917765323
190,0.05677755383242454,0.5201168565877846,3.84108736218039,25.045505487990937
191,0.05817959151629891,0.5416172285165105,3.816360567147096,25.512416127526304
192,0.058455780880259614,0.5299281680158207,3.793476128050679,24.79193993116335
193,0.058262556857828586,0.5216243918985128,3.79804492249328,24.48768839843339
194,0.058464746323547194,0.5670322845024722,3.8197718681344712,24.627556971617192
195,0.058950451003121476,0.5496879257261753,3.755974068603966,25.347984108673018
196,0.05812647060624191,0.5158818736672401,3.811091702792748,25.185818070720316
197,0.058190634939819574,0.49480164982378483,3.837612288325129,25.022913574893874
198,0.058038753523890464,0.536801430795874,3.8221629865026165,25.11409504851453
199,0.05771951024819698,0.6056488997169903,3.7931469200531778,25.121940948836865
200,0.05791820672207645,0.5457667261362076,3.800252010409237,24.67699175429698
201,0.057506635918148925,0.5050088113972119,3.7975783805219323,25.19848707732322
202,0.057431756518781185,0.5244099002863679,3.818449662202401,24.984503767615013
203,0.05793713239420738,0.558424466422626,3.8120282597760284,25.075172194041553
204,0.05685426487720439,0.5605763808957168,3.7685652372611727,25.308748411307658
205,0.0577175045785095,0.5160380931837218,3.8464125864588574,24.76201357019603
206,0.057177225061293156,0.5524052993527481,3.8416538284041173,25.17193264172425
207,0.057255164653595,0.5074309233043875,3.8402888387132634,24.99870394007986
208,0.057697225628154616,0.5272712476019349,3.835731778259038,25.05369367257192
209,0.0571853469924203,0.5442529192992619,3.830800614109832,25.062615423089
210,0.0576447303007756,0.5109683464148215,3.8058592560245743,25.297627796931568
211,0.05796338611149362,0.5520590559712478,3.821831168028185,25.119534689200474
212,0.057857053886566846,0.5057560833437102,3.823071965754822,24.851933021599883
213,0.057005129754543304,0.5536223032644817,3.806480301542189,25.114199341310385
214,0.05766960180231503,0.550969021660941,3.825511134500286,25.017405077379113
215,0.05867750071255224,0.5387653253440347,3.820204156213334,25.187490967442837
216,0.05796327428626163,0.5278236935181277,3.825231302654067,25.332099527733135
217,0.057894523322050064,0.5379505082964897,3.8329916365717525,25.215166111563644
218,0.05809816784624543,0.5218942564513002,3.8395069654013314,25.080388310478188
219,0.057684935562844784,0.5269939452409744,3.835634569402436,25.124196311080638
220,0.05868567160463759,0.5037420344139848,3.8207573740856184,25.32427026834828
221,0.05819099808910063,0.5450080558657646,3.8353051013235757,25.12034359647168
222,0.05742389801889658,0.5408487719084535,3.827692280799707,25.17756158928429
223,0.05856276549664991,0.5369129590690136,3.8237845465439504,25.24265386490077
224,0.058732400847865004,0.540779358042138,3.832066349347101,25.1183207270285
225,0.05858738560761724,0.5137543699571064,3.8212472474475794,25.284372184706385
226,0.057346182343150885,0.5224185170871871,3.822609556152709,25.29182344176715
227,0.057931721676141024,0.5204589388200215,3.825838620926872,25.182657049678564
228,0.058654379565268755,0.4987983852624893,3.828407606430049,25.147743941167327
