epoch,train_g_loss,train_d_loss,val_ntire_score,val_psnr_y
1,0.13810082046048983,0.3269058231796537,2.2328463174779953,24.804350188860965
2,0.07358683093584009,0.3902421717398933,2.389700900033742,23.84912579922838
3,0.07196313182690314,0.23066567489877343,2.498197776550653,25.262789335588053
4,0.07297161880082317,0.20553751991662597,2.3871508561419184,24.89841629055304
5,0.07528788563130158,0.14595205065727765,2.67485048418699,24.684440912517225
6,0.07024990015530161,0.25338307222617523,2.5438065254588405,24.770847006383953
7,0.07678355542676789,0.3680297924604799,2.568555324644257,23.545485274950188
8,0.07835035505039352,0.2364218588253217,2.8443677552632187,25.52992390615675
9,0.07228168825219784,0.46214138476976324,2.5996554684343494,23.374888282187015
10,0.07473458402923175,0.3544054145791701,2.642396455444968,23.362562294326022
11,0.0719185939856938,0.3941204420157841,2.5106148821762067,24.670169002549507
12,0.07130352101687874,0.36390205160049455,2.545835778691731,24.7724558958657
13,0.07452428713440895,0.3250525462042008,2.6550722732744334,25.581812289527125
14,0.06780690141022205,0.5073424682154187,2.6496971631508215,24.484122222874003
15,0.058190719091466496,0.6115017847291061,2.6589715171002934,26.00074840606648
16,0.0626078629201012,0.3563030054127531,2.8027328861644616,25.81487989740349
17,0.06081547927377479,0.4418392004445195,2.9166333305221275,25.196973364601472
18,0.061608952802738974,0.3880224687912102,2.7667793080584744,24.815553765778336
19,0.06501979979553393,0.4879583407060376,2.792772845864174,25.741287983348883
20,0.06070591116856251,0.521626777946949,2.8955219981781486,25.303451376579396
21,0.06450703108151044,0.3218759170600346,2.9016484952957224,22.560242265196003
22,0.06952053049047079,0.32307411610547987,2.682853278308022,24.13134377174587
23,0.06854202279022761,0.5883857615824256,2.7788320362206833,23.39068337420511
24,0.06636590936354228,0.5038330240973404,2.867008103614286,25.698316508967746
25,0.062548683224512,0.5553930880767959,3.066520792992238,24.240190044897403
26,0.06371683554191675,0.5710086545773915,2.791628156941913,23.402404108610266
27,0.06070000578516296,0.5310329749648061,2.9784649995280126,25.203561149401985
28,0.05963708074497325,0.5146381865654673,2.951746275035306,25.439693222960276
29,0.06003813658441816,0.34687215302671703,3.14364259825318,24.808414829132726
30,0.06545331907857742,0.454249639729304,2.870817023425208,21.986057591407107
31,0.0626387916771429,0.6079534994704383,3.1039879603219136,23.916176602983136
32,0.06027197199208396,0.5184779023485524,3.040581152428564,23.507609930051313
33,0.06330001480611307,0.4490943831790771,2.934871835042655,24.303251163298714
34,0.060847295714276176,0.6353280608143125,2.983240808582776,25.220372039110575
35,0.06092506094968745,0.49723027034529615,3.123263783637565,22.91670931062015
36,0.06366476762507643,0.5319731038595948,3.1903622759382513,23.453676496875154
37,0.06077771660472665,0.5678465930478913,2.9643757062871123,24.16132101172439
38,0.061169413783188374,0.4179637261799404,3.2549393766984283,24.532512075260588
39,0.06426036477621112,0.4545998940510409,3.06981418526226,24.38065975644288
40,0.06516722496598959,0.3154634955738272,2.949656154437223,21.76804878125868
41,0.06359593058004975,0.6884513832628727,3.065698071688011,23.27539848740056
42,0.05974642925762704,0.4843487670379026,3.184144098557022,23.734199632734526
43,0.06231429015419313,0.5949915879006896,3.0925617696877095,23.183400886984092
44,0.06128402366968138,0.48929388847734245,3.034834434740613,24.83589927094765
45,0.06439587906269091,0.4726623634674719,3.1585590711455045,22.610837129942066
46,0.061844937702906985,0.5391486138105392,3.2969384153104073,23.73007812404694
47,0.06373748416081071,0.6153995245695114,2.933165630630662,23.693696398065107
48,0.06271670007013849,0.4492768480309418,3.054871362685127,23.52642248342703
49,0.060614745930901597,0.5309674351343087,3.0797852985221805,22.966465851132824
50,0.06149793243301766,0.4728423623102052,3.133908460616059,25.39401971623148
51,0.06107787661520498,0.5397823032523904,3.213617044647194,24.48806666510111
52,0.06181119741605861,0.4236211058284555,3.020451929903688,23.07174829332921
53,0.0613889962966953,0.5964062607714108,2.984474152064146,24.54936828925378
54,0.06087228409679873,0.49264031196279184,2.975219091752275,23.730811471315196
55,0.06149495565997703,0.476358368194529,3.0110600100290794,23.675184463975675
56,0.06100883434659669,0.5442603052194629,3.228787848759412,25.019721524149375
57,0.06087906439123409,0.49606675894132685,3.281756751727025,24.649543775061897
58,0.05932512912633164,0.48312132858804296,3.1673505914951527,23.20755595280093
59,0.060228767804801464,0.5162403703268085,3.2144278066747503,24.63254268872067
60,0.05891340511984059,0.5196415811244931,3.194326510134224,24.322726821584506
61,0.058331469140414684,0.5897739471069404,3.1878082713758147,24.928486857761335
62,0.059002459914024384,0.5877135741923537,3.273479062102532,24.65145402570674
63,0.059845545262630494,0.5387003770364183,3.2630727929025833,25.249880511830597
64,0.05882245654772435,0.5094423413808856,3.224615362804188,25.734997638371496
65,0.05721185083634087,0.5436477086373738,3.25120247236978,24.457696312385927
66,0.05881429297317352,0.5473093536815473,3.245681995887158,25.349828573473186
67,0.05863191679652248,0.4957240638988359,3.301847640720863,24.178057512657965
68,0.058089211849229674,0.5813078103320939,3.349220087459749,23.96619714292093
69,0.05838490091264248,0.5674282839255673,3.299460908076868,24.590378725789638
70,0.05909463084701981,0.5836576532040324,3.327284967539261,25.03825745539012
71,0.059098168941480775,0.5612983868590423,3.28004049394701,25.212478862276754
72,0.05851847332503114,0.551440140498536,3.2343641071461144,25.724973115607877
73,0.05699753362153258,0.5527296311088971,3.326997049041057,25.924855713170654
74,0.05793844456119197,0.5344607553311757,3.3943898476431063,25.175597810324494
75,0.05769497901201248,0.5402667823114565,3.2274365295636973,26.21475010663757
76,0.060025593265891075,0.5268530667360339,3.2220288666104353,25.651319251391833
77,0.058456238558782,0.5543673089040178,3.3794353980339995,24.5061188133188
78,0.05833518864320857,0.5997374350471156,3.4388698591250106,25.605829496661237
79,0.05807013862899372,0.5222648185278688,3.4587558061812405,24.61210554278159
80,0.05708520666563085,0.5716759700860296,3.4025285743358205,25.24977515793246
81,0.05867742993203657,0.5493451633623668,3.317478552378964,25.54254355328447
82,0.057278605444090705,0.5148648358881474,3.4778494231058166,24.506784866496425
83,0.05782431570280876,0.5884391926229,3.4216428095329343,25.029826282431898
84,0.057414386820580275,0.5826319961675576,3.4939242895844544,25.72151744611546
85,0.05847837982167091,0.5311915081526551,3.173864755753893,26.066725162971384
